10000 78408
607 706 0.141421
607 707 0.100031
607 508 0.316380
607 608 0.223796
607 708 0.141580
608 508 0.360827
608 507 0.283012
608 508 0.360827
608 707 0.200112
608 708 0.223872
608 509 0.447639
608 609 0.361050
608 709 0.283318
609 509 0.500620
609 508 0.424712
609 509 0.500620
609 708 0.316653
609 709 0.361214
609 510 0.583929
609 610 0.500935
609 710 0.425194
610 510 0.641398
610 509 0.566545
610 510 0.641398
610 709 0.448096
610 710 0.501168
610 511 0.722427
610 611 0.641755
610 711 0.567133
611 511 0.782611
611 510 0.708450
611 511 0.782611
611 710 0.584500
611 711 0.642013
611 512 0.862027
611 612 0.782959
611 712 0.709053
612 512 0.923990
612 511 0.850348
612 512 0.923990
612 711 0.723019
612 712 0.783190
612 513 1.002176
612 613 0.924271
612 713 0.850856
613 513 1.065356
613 512 0.992147
613 513 1.065356
613 712 0.862529
613 713 0.924422
613 514 1.142561
613 614 1.065532
613 714 0.992471
614 514 1.206612
614 513 1.133775
614 514 1.206612
614 713 1.002496
614 714 1.065573
614 515 1.283010
614 615 1.206657
614 715 1.133861
615 515 1.347709
615 514 1.275192
615 515 1.347709
615 714 1.142646
615 715 1.206581
615 516 1.423450
615 616 1.347633
615 716 1.275041
616 516 1.488652
616 515 1.416407
616 516 1.488652
616 715 1.282860
616 716 1.347446
616 517 1.563854
616 617 1.488472
616 717 1.416045
617 517 1.629482
617 516 1.557447
617 517 1.629482
617 716 1.423090
617 717 1.488212
617 518 1.704268
617 618 1.629248
617 718 1.556959
618 518 1.770277
618 517 1.698390
618 518 1.770277
618 717 1.563369
618 718 1.628958
618 519 1.844750
618 619 1.770038
618 719 1.697871
619 519 1.911120
619 518 1.839321
619 519 1.911120
619 718 1.703751
619 719 1.769771
619 520 1.985363
619 620 1.910920
619 720 1.838864
620 520 2.052087
620 519 1.980319
620 520 2.052087
620 719 1.844294
620 720 1.910725
620 521 2.126165
620 621 2.051962
620 721 1.980009
621 521 2.193223
621 520 2.121456
621 521 2.193223
621 720 1.985053
621 721 2.051863
621 522 2.267166
621 622 2.193179
621 722 2.121323
622 522 2.334525
622 521 2.262751
622 522 2.334525
622 721 2.126032
622 722 2.193178
622 523 2.408338
622 623 2.334545
622 723 2.262777
623 523 2.475943
623 522 2.404182
623 523 2.475943
623 722 2.267192
623 723 2.334611
623 524 2.549607
623 624 2.475990
623 724 2.404297
624 524 2.617397
624 523 2.545682
624 524 2.617397
624 723 2.408453
624 724 2.476075
624 525 2.690891
624 625 2.617428
624 725 2.545798
625 525 2.758811
625 524 2.687172
625 525 2.758811
625 724 2.549723
625 725 2.617489
625 526 2.832129
625 626 2.758803
625 726 2.687221
626 526 2.900152
626 525 2.828596
626 526 2.900152
626 725 2.690940
626 726 2.758818
626 527 2.973316
626 627 2.900110
626 727 2.828564
627 527 3.041445
627 526 2.969951
627 527 3.041445
627 726 2.832097
627 727 2.900090
627 528 3.114503
627 628 3.041404
627 728 2.969883
628 528 3.182768
628 527 3.111290
628 528 3.182768
628 727 2.973249
628 728 3.041388
628 529 3.255774
628 629 3.182775
628 729 3.111274
629 529 3.324207
629 528 3.252701
629 529 3.324207
629 728 3.114486
629 729 3.182805
629 530 3.397204
629 630 3.324298
629 730 3.252815
630 530 3.465819
630 529 3.394259
630 530 3.465819
630 729 3.255888
630 730 3.324401
630 531 3.538815
630 631 3.465999
630 731 3.394536
631 531 3.607598
631 530 3.535989
631 531 3.607598
631 730 3.397480
631 731 3.466171
631 532 3.680565
631 632 3.607834
631 732 3.536392
632 532 3.749472
632 531 3.677847
632 532 3.749472
632 731 3.539219
632 732 3.608043
632 533 3.822366
632 633 3.749715
632 733 3.678296
633 533 3.891339
633 532 3.819749
633 533 3.891339
633 732 3.681014
633 733 3.749912
633 534 3.964106
633 634 3.891529
633 734 3.820132
634 534 4.033085
634 533 3.961583
634 534 4.033085
634 733 3.822749
634 734 3.891659
634 535 4.105684
634 635 4.033173
634 735 3.961799
635 535 4.174626
635 534 4.103248
635 535 4.174626
635 734 3.964322
635 735 4.033199
635 536 4.247036
635 636 4.174585
635 736 4.103232
636 536 4.315917
636 535 4.244681
636 536 4.315917
636 735 4.105669
636 736 4.174486
636 537 4.388140
636 637 4.315742
636 737 4.244409
637 537 4.456950
637 536 4.385861
637 537 4.456950
637 736 4.246764
637 737 4.315515
637 538 4.529014
637 638 4.456662
637 738 4.385351
638 538 4.597787
638 537 4.526805
638 538 4.597787
638 737 4.387630
638 738 4.456349
638 539 4.669760
638 639 4.597452
638 739 4.526164
639 539 4.738570
639 538 4.667618
639 539 4.738570
639 738 4.528373
639 739 4.597136
639 540 4.810574
639 640 4.738309
639 740 4.667053
640 540 4.879571
640 539 4.808495
640 540 4.879571
640 739 4.669195
640 740 4.738157
640 541 4.951793
640 641 4.879577
640 741 4.808364
641 541 5.021205
641 540 4.949773
641 541 5.021205
641 740 4.810443
641 741 4.879838
641 542 5.093891
641 642 5.021736
641 742 4.950584
642 542 5.164001
642 541 5.091928
642 542 5.164001
642 741 4.952603
642 742 5.022720
642 543 5.237402
642 643 5.165326
642 743 5.094259
643 543 5.308471
643 542 5.235492
643 543 5.308471
643 742 5.096221
643 743 5.167326
643 544 5.382759
643 644 5.310783
643 744 5.239827
644 544 5.454914
644 543 5.380901
644 544 5.454914
644 743 5.241735
644 744 5.313954
644 545 5.530050
644 645 5.458196
644 745 5.387373
645 545 5.603169
645 544 5.528241
645 545 5.603169
645 744 5.389229
645 745 5.462434
645 546 5.678842
645 646 5.607122
645 746 5.536446
646 546 5.752478
646 545 5.677081
646 546 5.752478
646 745 5.538251
646 746 5.611979
646 547 5.828078
646 647 5.756491
646 747 5.685952
647 547 5.901534
647 546 5.826362
647 547 5.901534
647 746 5.687710
647 747 5.761243
647 548 5.976343
647 648 5.904866
647 748 5.834439
648 548 6.048829
648 547 5.974669
648 548 6.048829
648 747 5.836153
648 748 5.908683
648 549 6.122146
648 649 6.050744
648 749 5.980382
649 549 6.193046
649 548 6.120512
649 549 6.193046
649 748 5.982054
649 749 6.052952
649 550 6.264489
649 650 6.193115
649 750 6.122763
650 550 6.333547
650 549 6.262892
650 550 6.333547
650 749 6.124396
650 750 6.193402
650 551 6.403176
650 651 6.331785
650 751 6.261387
651 551 6.470574
651 550 6.401614
651 551 6.470574
651 750 6.262984
651 751 6.330287
651 552 6.538858
651 652 6.467414
651 752 6.396927
652 552 6.605157
652 551 6.537329
652 552 6.605157
652 751 6.398490
652 752 6.464667
652 553 6.672818
652 653 6.601302
652 753 6.530701
653 553 6.738769
653 552 6.671319
653 553 6.738769
653 752 6.532232
653 753 6.598053
653 554 6.806559
653 654 6.734970
653 754 6.664250
654 554 6.872809
654 553 6.805090
654 554 6.872809
654 753 6.665751
654 754 6.731878
654 555 6.941286
654 655 6.869637
654 755 6.798808
655 555 7.008286
655 554 6.939845
655 555 7.008286
655 754 6.800279
655 755 6.867176
655 556 7.077718
655 656 7.006027
655 756 6.935113
656 556 7.145618
656 555 7.076305
656 556 7.145618
656 755 6.936554
656 756 7.004374
656 557 7.215981
656 657 7.144270
656 757 7.073293
657 557 7.284703
657 556 7.214595
657 557 7.284703
657 756 7.074707
657 757 7.143369
657 558 7.355795
657 658 7.284081
657 758 7.213063
658 558 7.425126
658 557 7.354436
658 558 7.425126
658 757 7.214449
658 758 7.283737
658 559 7.496683
658 659 7.424976
658 759 7.353935
659 559 7.566387
659 558 7.495349
659 559 7.566387
659 758 7.355295
659 759 7.424967
659 560 7.638169
659 660 7.566477
659 760 7.495424
660 560 7.708051
660 559 7.636859
660 560 7.708051
660 759 7.496758
660 760 7.566615
660 561 7.779888
660 661 7.708214
660 761 7.637156
661 561 7.849818
661 560 7.778603
661 561 7.849818
661 760 7.638466
661 761 7.708375
661 562 7.921614
661 662 7.849958
661 762 7.778901
662 562 7.991520
662 561 7.920352
662 562 7.991520
662 761 7.780186
662 762 7.850074
662 563 8.063236
662 663 7.991597
662 763 7.920543
663 563 8.133089
663 562 8.061996
663 563 8.133089
663 762 7.921806
663 763 7.991642
663 564 8.204713
663 664 8.133090
663 764 8.062041
664 564 8.274509
664 563 8.203494
664 564 8.274509
664 763 8.063282
664 764 8.133061
664 565 8.346055
664 665 8.274447
664 765 8.203404
665 565 8.415805
665 564 8.344857
665 565 8.415805
665 764 8.204624
665 765 8.274359
665 566 8.487292
665 666 8.415699
665 766 8.344664
666 566 8.557016
666 565 8.486115
666 566 8.557016
666 765 8.345861
666 766 8.415571
666 567 8.628469
666 667 8.556890
666 767 8.485863
667 567 8.698192
667 566 8.627311
667 567 8.698192
667 766 8.487041
667 767 8.556750
667 568 8.769639
667 668 8.698072
667 768 8.627054
668 568 8.839387
668 567 8.768498
668 568 8.839387
668 767 8.628214
668 768 8.697950
668 569 8.910849
668 669 8.839295
668 769 8.768288
669 569 8.980640
669 568 8.909726
669 569 8.980640
669 768 8.769428
669 769 8.839211
669 570 9.052126
669 670 8.980588
669 770 8.909591
670 570 9.121971
670 569 9.051022
670 570 9.121971
670 769 8.910713
670 770 8.980548
670 571 9.193480
670 671 9.121955
670 771 9.050968
671 571 9.263370
671 570 9.192391
671 571 9.263370
671 770 9.052073
671 771 9.121954
671 572 9.334888
671 672 9.263376
671 772 9.192399
672 572 9.404807
672 571 9.333817
672 572 9.404807
672 771 9.193487
672 772 9.263397
672 573 9.476318
672 673 9.404820
672 773 9.333851
673 573 9.546249
673 572 9.475263
673 573 9.546249
673 772 9.334922
673 773 9.404843
673 574 9.617742
673 674 9.546255
673 774 9.475292
674 574 9.687675
674 573 9.616702
674 574 9.687675
674 773 9.476347
674 774 9.546268
674 575 9.759144
674 675 9.687669
674 775 9.616709
675 575 9.829078
675 574 9.758120
675 575 9.829078
675 774 9.617748
675 775 9.687670
675 576 9.900530
675 676 9.829065
675 776 9.758106
676 576 9.970471
676 575 9.899520
676 576 9.970471
676 775 9.759131
676 776 9.829060
676 577 10.041917
676 677 9.970462
676 777 9.899503
677 577 10.111875
677 576 10.040921
677 577 10.111875
677 776 9.900513
677 777 9.970458
677 578 10.183322
677 678 10.111876
677 778 10.040916
678 578 10.253304
678 577 10.182340
678 578 10.253304
678 777 10.041913
678 778 10.111881
678 579 10.324756
678 679 10.253319
678 779 10.182359
679 579 10.394761
679 578 10.323787
679 579 10.394761
679 778 10.183341
679 779 10.253335
679 580 10.466215
679 680 10.394788
679 780 10.323828
680 580 10.536242
680 579 10.465260
680 580 10.536242
680 779 10.324797
680 780 10.394811
680 581 10.607691
680 681 10.536272
680 781 10.465313
681 581 10.677729
681 580 10.606748
681 581 10.677729
681 780 10.466268
681 781 10.536295
681 582 10.749165
681 682 10.677754
681 782 10.606796
682 582 10.819205
682 581 10.748234
682 582 10.819205
682 781 10.607738
682 782 10.677770
682 583 10.890621
682 683 10.819221
682 783 10.748264
683 583 10.960661
683 582 10.889704
683 583 10.960661
683 782 10.749194
683 783 10.819224
683 584 11.032054
683 684 10.960662
683 784 10.889708
684 584 11.102086
684 583 11.031147
684 584 11.102086
684 783 10.890626
684 784 10.960649
684 585 11.173456
684 685 11.102073
684 785 11.031121
685 585 11.243484
685 584 11.172561
685 585 11.243484
685 784 11.032028
685 785 11.102047
685 586 11.314833
685 686 11.243459
685 786 11.172511
686 586 11.384858
686 585 11.313950
686 586 11.384858
686 785 11.173406
686 786 11.243423
686 587 11.456193
686 687 11.384827
686 787 11.313884
687 587 11.526220
687 586 11.455320
687 587 11.526220
687 786 11.314767
687 787 11.384788
687 588 11.597547
687 688 11.526189
687 788 11.455250
688 588 11.667583
688 587 11.596684
688 588 11.667583
688 787 11.456123
688 788 11.526152
688 589 11.738906
688 689 11.667556
688 789 11.596622
689 589 11.808954
689 588 11.738053
689 589 11.808954
689 788 11.597485
689 789 11.667526
689 590 11.880277
689 690 11.808934
689 790 11.738007
690 590 11.950339
690 589 11.879435
690 590 11.950339
690 789 11.738858
690 790 11.808915
690 591 12.021663
690 691 11.950329
690 791 11.879405
691 591 12.091741
691 590 12.020831
691 591 12.091741
691 790 11.880247
691 791 11.950318
691 592 12.163063
691 692 12.091736
691 792 12.020817
692 592 12.233153
692 591 12.162241
692 592 12.233153
692 791 12.021649
692 792 12.091733
692 593 12.304471
692 693 12.233152
692 793 12.162236
693 593 12.374571
693 592 12.303658
693 593 12.374571
693 792 12.163059
693 793 12.233152
693 594 12.445883
693 694 12.374571
693 794 12.303658
694 594 12.515990
694 593 12.445080
694 594 12.515990
694 793 12.304471
694 794 12.374571
694 595 12.587296
694 695 12.515989
694 795 12.445080
695 595 12.657409
695 594 12.586501
695 595 12.657409
695 794 12.445883
695 795 12.515990
695 596 12.728708
695 696 12.657410
695 796 12.586501
696 596 12.798830
696 595 12.727923
696 596 12.798830
696 795 12.587296
696 796 12.657410
696 597 12.870126
696 697 12.798833
696 797 12.727925
697 597 12.940257
697 596 12.869349
697 597 12.940257
697 796 12.728711
697 797 12.798835
697 598 13.011550
697 698 12.940263
697 798 12.869356
698 598 13.081692
698 597 13.010781
698 598 13.081692
698 797 12.870132
698 798 12.940268
698 599 13.152983
698 699 13.081701
698 799 13.010795
699 599 13.223135
699 598 13.152223
699 599 13.223135
699 798 13.011563
699 799 13.081708
700 600 0.922541
700 601 0.860682
700 701 0.922302
700 800 1.063337
700 801 0.990174
701 601 0.781355
701 600 0.848983
701 601 0.781355
701 800 1.000223
701 801 0.922093
701 602 0.721330
701 702 0.781175
701 802 0.848601
702 602 0.640440
702 601 0.707331
702 602 0.640440
702 801 0.860304
702 802 0.781049
702 603 0.583160
702 703 0.640342
702 803 0.707110
703 603 0.500020
703 602 0.565752
703 603 0.500020
703 802 0.721113
703 803 0.640316
703 604 0.447217
703 704 0.500001
703 804 0.565708
704 604 0.360557
704 603 0.424267
704 604 0.360557
704 803 0.583117
704 804 0.500064
704 605 0.316238
704 705 0.360590
704 805 0.424364
705 605 0.223639
705 604 0.282854
705 605 0.223639
705 804 0.447308
705 805 0.360708
705 606 0.200024
705 706 0.223677
705 806 0.283012
706 606 0.100031
706 605 0.141455
706 606 0.100031
706 805 0.316380
706 806 0.223796
706 607 0.141421
706 707 0.100031
706 807 0.141580
707 607 0.100031
707 606 0.000000
707 607 0.100031
707 806 0.200112
707 807 0.100088
707 608 0.200112
707 708 0.100088
707 808 0.000000
708 608 0.223872
708 607 0.141580
708 608 0.223872
708 807 0.141421
708 808 0.100088
708 609 0.316653
708 709 0.224038
708 809 0.141754
709 609 0.361214
709 608 0.283318
709 609 0.361214
709 808 0.200235
709 809 0.224116
709 610 0.448096
709 710 0.361463
709 810 0.283651
710 610 0.501168
710 609 0.425194
710 610 0.501168
710 809 0.316951
710 810 0.361602
710 611 0.584500
710 711 0.501442
710 811 0.425608
711 611 0.642013
711 610 0.567133
711 611 0.642013
711 810 0.448489
711 811 0.501597
711 612 0.723019
711 712 0.642262
711 812 0.567536
712 612 0.783190
712 611 0.709053
712 612 0.783190
712 811 0.584891
712 812 0.642380
712 613 0.862529
712 713 0.783357
712 813 0.709337
713 613 0.924422
713 612 0.850856
713 613 0.924422
713 812 0.723297
713 813 0.783388
713 614 1.002496
713 714 0.924473
713 814 0.850938
714 614 1.065573
714 613 0.992471
714 614 1.065573
714 813 0.862610
714 814 0.924393
714 615 1.142646
714 715 1.065491
714 815 0.992310
715 615 1.206581
715 614 1.133861
715 615 1.206581
715 814 1.002337
715 815 1.065297
715 616 1.282860
715 716 1.206382
715 816 1.133473
716 616 1.347446
716 615 1.275041
716 616 1.347446
716 815 1.142261
716 816 1.206089
716 617 1.423090
716 717 1.347156
716 817 1.274466
717 617 1.488212
717 616 1.416045
717 617 1.488212
717 816 1.282289
717 817 1.346809
717 618 1.563369
717 718 1.487887
717 818 1.415382
718 618 1.628958
718 617 1.556959
718 618 1.628958
718 817 1.422430
718 818 1.487534
718 619 1.703751
718 719 1.628653
718 819 1.556312
719 619 1.769771
719 618 1.697871
719 619 1.769771
719 818 1.562724
719 819 1.628349
719 620 1.844294
719 720 1.769531
719 820 1.697339
720 620 1.910725
720 619 1.838864
720 620 1.910725
720 819 1.703221
720 820 1.769328
720 621 1.985053
720 721 1.910586
720 821 1.838532
721 621 2.051863
721 620 1.980009
721 621 2.051863
721 820 1.843964
721 821 1.910504
721 622 2.126032
721 722 2.051829
721 822 1.979902
722 622 2.193178
722 621 2.121323
722 622 2.193178
722 821 1.984946
722 822 2.051863
722 623 2.267192
722 723 2.193223
722 823 2.121408
723 623 2.334611
723 622 2.262777
723 623 2.334611
723 822 2.126117
723 823 2.193336
723 624 2.408453
723 724 2.334690
723 824 2.262969
724 624 2.476075
724 623 2.404297
724 624 2.476075
724 823 2.267384
724 824 2.334825
724 625 2.549723
724 725 2.476138
724 825 2.404491
725 625 2.617489
725 624 2.545798
725 625 2.617489
725 824 2.408646
725 825 2.476240
725 626 2.690940
725 726 2.617505
725 826 2.545910
726 626 2.758818
726 625 2.687221
726 626 2.758818
726 825 2.549834
726 826 2.617548
726 627 2.832097
726 727 2.758789
726 827 2.687227
727 627 2.900090
727 626 2.828564
727 627 2.900090
727 826 2.690946
727 827 2.758780
727 628 2.973249
727 728 2.900049
727 828 2.828506
728 628 3.041388
728 627 2.969883
728 628 3.041388
728 827 2.832039
728 828 2.900029
728 629 3.114486
728 729 3.041382
728 829 2.969849
729 629 3.182805
729 628 3.111274
729 629 3.182805
729 828 2.973214
729 829 3.041394
729 630 3.255888
729 730 3.182872
729 830 3.111346
730 630 3.324401
730 629 3.252815
730 630 3.324401
730 829 3.114558
730 830 3.182945
730 631 3.397480
730 731 3.324547
730 831 3.253029
731 631 3.466171
731 630 3.394536
731 631 3.466171
731 830 3.256102
731 831 3.324681
731 632 3.539219
731 732 3.466365
731 832 3.394859
732 632 3.608043
732 631 3.536392
732 632 3.608043
732 831 3.397804
732 832 3.466529
732 633 3.681014
732 733 3.608237
732 833 3.536746
733 633 3.749912
733 632 3.678296
733 633 3.749912
733 832 3.539573
733 833 3.608382
733 634 3.822749
733 734 3.750045
733 834 3.678573
734 634 3.891659
734 633 3.820132
734 634 3.891659
734 833 3.681291
734 834 3.750121
734 635 3.964322
734 735 3.891687
734 835 3.820237
735 635 4.033199
735 634 3.961799
735 635 4.033199
735 834 3.822854
735 835 3.891659
735 636 4.105669
735 736 4.033098
735 836 3.961671
736 636 4.174486
736 635 4.103232
736 636 4.174486
736 835 3.964194
736 836 4.032948
736 637 4.246764
736 737 4.174254
736 837 4.102854
737 637 4.315515
737 636 4.244409
737 637 4.315515
737 836 4.105290
737 837 4.173984
737 638 4.387630
737 738 4.315179
737 838 4.243810
738 638 4.456349
738 637 4.385351
738 638 4.456349
738 837 4.246165
738 838 4.314837
738 639 4.528373
738 739 4.455982
738 839 4.384650
739 639 4.597136
739 638 4.526164
739 639 4.597136
739 838 4.386930
739 839 4.455659
739 640 4.669195
739 740 4.596869
739 840 4.525586
740 640 4.738157
740 639 4.667053
740 640 4.738157
740 839 4.527795
740 840 4.596740
740 641 4.810443
740 741 4.738193
740 841 4.666976
741 641 4.879838
741 640 4.808364
741 641 4.879838
741 840 4.669118
741 841 4.738521
741 642 4.952603
741 742 4.880445
741 842 4.809319
742 642 5.022720
742 641 4.950584
742 642 5.022720
742 841 4.811398
742 842 4.881551
742 643 5.096221
742 743 5.024178
742 843 4.953170
743 643 5.167326
743 642 5.094259
743 643 5.167326
743 842 4.955188
743 843 5.026364
743 644 5.241735
743 744 5.169833
743 844 5.098973
744 644 5.313954
744 643 5.239827
744 644 5.313954
744 843 5.100934
744 844 5.173254
744 645 5.389229
744 745 5.317490
744 845 5.246801
745 645 5.462434
745 644 5.387373
745 645 5.462434
745 844 5.248706
745 845 5.322033
745 646 5.538251
745 746 5.466685
745 846 5.396177
746 646 5.611979
746 645 5.536446
746 646 5.611979
746 845 5.398030
746 846 5.471882
746 647 5.687710
746 747 5.616309
746 847 5.545971
747 647 5.761243
747 646 5.685952
747 647 5.761243
747 846 5.547774
747 847 5.621410
747 648 5.836153
747 748 5.764888
747 848 5.694684
748 648 5.908683
748 647 5.834439
748 648 5.908683
748 847 5.696439
748 848 5.769029
748 649 5.982054
748 749 5.910877
748 849 5.840749
749 649 6.052952
749 648 5.980382
749 649 6.052952
749 848 5.842461
749 849 5.913360
749 650 6.124396
749 750 6.053247
749 850 5.983128
750 650 6.193402
750 649 6.122763
750 650 6.193402
750 849 5.984799
750 850 6.053745
750 651 6.262984
750 751 6.191806
750 851 6.121630
751 651 6.330287
751 650 6.261387
751 651 6.330287
751 850 6.123263
751 851 6.190452
751 652 6.398490
751 752 6.327237
751 852 6.256949
752 652 6.464667
752 651 6.396927
752 652 6.464667
752 851 6.258548
752 852 6.324575
752 653 6.532232
752 753 6.460877
752 853 6.390446
753 653 6.598053
753 652 6.530701
753 653 6.598053
753 852 6.392010
753 853 6.457669
753 654 6.665751
753 754 6.594289
753 854 6.523705
754 654 6.731878
754 653 6.664250
754 654 6.731878
754 853 6.525238
754 854 6.591209
754 655 6.800279
754 755 6.728722
754 855 6.657997
755 655 6.867176
755 654 6.798808
755 655 6.867176
755 854 6.659498
755 855 6.726259
755 656 6.936554
755 756 6.864923
755 856 6.794080
756 656 7.004374
756 655 6.935113
756 656 7.004374
756 855 6.795552
756 856 6.863260
756 657 7.074707
756 757 7.003026
756 857 6.932092
757 657 7.143369
757 656 7.073293
757 657 7.143369
757 856 6.933534
757 857 7.002110
757 658 7.214449
757 758 7.142741
757 858 7.071743
758 658 7.283737
758 657 7.213063
758 658 7.283737
758 857 7.073157
758 858 7.142379
758 659 7.355295
758 759 7.283575
758 859 7.212535
759 659 7.424967
759 658 7.353935
759 659 7.424967
759 858 7.213922
759 859 7.283545
759 660 7.496758
759 760 7.425039
759 860 7.353974
760 660 7.566615
760 659 7.495424
760 660 7.566615
760 859 7.355333
760 860 7.425153
760 661 7.638466
760 761 7.566755
760 861 7.495676
761 661 7.708375
761 660 7.637156
761 661 7.708375
761 860 7.497010
761 861 7.566889
761 662 7.780186
761 762 7.708487
761 862 7.637403
762 662 7.850074
762 661 7.778901
762 662 7.850074
762 861 7.638712
762 862 7.708576
762 663 7.921806
762 763 7.850121
762 863 7.779037
763 663 7.991642
763 662 7.920543
763 663 7.991642
763 862 7.780322
763 863 7.850138
763 664 8.063282
763 764 7.991613
763 864 7.920533
764 664 8.133061
764 663 8.062041
764 664 8.133061
764 863 7.921795
764 864 7.991559
764 665 8.204624
764 765 8.132972
764 865 8.061898
765 665 8.274359
765 664 8.203404
765 665 8.274359
765 864 8.063139
765 865 8.132860
765 666 8.345861
765 766 8.274227
765 866 8.203164
766 666 8.415571
766 665 8.344664
766 666 8.415571
766 865 8.204383
766 866 8.274081
766 667 8.487041
766 767 8.415424
766 867 8.344374
767 667 8.556750
767 666 8.485863
767 667 8.556750
767 866 8.345572
767 867 8.415273
767 668 8.628214
767 768 8.556617
767 868 8.485580
768 668 8.697950
768 667 8.627054
768 668 8.697950
768 867 8.486758
768 868 8.556489
768 669 8.769428
768 769 8.697851
768 869 8.626830
769 669 8.839211
769 668 8.768288
769 669 8.839211
769 868 8.627990
769 869 8.697766
769 670 8.910713
769 770 8.839155
769 870 8.768151
770 670 8.980548
770 669 8.909591
770 670 8.980548
770 869 8.769291
770 870 8.839122
770 671 9.052073
770 771 8.980535
770 871 8.909546
771 671 9.121954
771 670 9.050968
771 671 9.121954
771 870 8.910668
771 871 8.980544
771 672 9.193487
771 772 9.121967
771 872 9.050991
772 672 9.263397
772 671 9.192399
772 672 9.263397
772 871 9.052096
772 872 9.121999
772 673 9.334922
772 773 9.263418
772 873 9.192452
773 673 9.404843
773 672 9.333851
773 673 9.404843
773 872 9.193541
773 873 9.263453
773 674 9.476347
773 774 9.404857
773 874 9.333899
774 674 9.546268
774 673 9.475292
774 674 9.546268
774 873 9.334970
774 874 9.404880
774 675 9.617748
774 775 9.546269
774 875 9.475314
775 675 9.687670
775 674 9.616709
775 675 9.687670
775 874 9.476369
775 875 9.546277
775 676 9.759131
775 776 9.687661
775 876 9.616706
776 676 9.829060
776 675 9.758106
776 676 9.829060
776 875 9.617745
776 876 9.687658
776 677 9.900513
776 777 9.829050
776 877 9.758093
777 677 9.970458
777 676 9.899503
777 677 9.970458
777 876 9.759117
777 877 9.829046
777 678 10.041913
777 778 9.970456
777 878 9.899495
778 678 10.111881
778 677 10.040916
778 678 10.111881
778 877 9.900506
778 878 9.970458
778 679 10.183341
778 779 10.111891
778 879 10.040926
779 679 10.253335
779 678 10.182359
779 679 10.253335
779 878 10.041923
779 879 10.111900
779 680 10.324797
779 780 10.253352
779 880 10.182384
780 680 10.394811
780 679 10.323828
780 680 10.394811
780 879 10.183367
780 880 10.253366
780 681 10.466268
780 781 10.394831
780 881 10.323861
781 681 10.536295
781 680 10.465313
781 681 10.536295
781 880 10.324830
781 881 10.394843
781 682 10.607738
781 782 10.536309
781 882 10.465339
782 682 10.677770
782 681 10.606796
782 682 10.677770
782 881 10.466294
782 882 10.536313
782 683 10.749194
782 783 10.677773
782 883 10.606803
783 683 10.819224
783 682 10.748264
783 683 10.819224
783 882 10.607745
783 883 10.677764
783 684 10.890626
783 784 10.819213
783 884 10.748244
784 684 10.960649
784 683 10.889708
784 684 10.960649
784 883 10.749175
784 884 10.819189
784 685 11.032028
784 785 10.960624
784 885 10.889659
785 685 11.102047
785 684 11.031121
785 685 11.102047
785 884 10.890577
785 885 10.960588
785 686 11.173406
785 786 11.102011
785 886 11.031052
786 686 11.243423
786 685 11.172511
786 686 11.243423
786 885 11.031958
786 886 11.101968
786 687 11.314767
786 787 11.243382
786 887 11.172428
787 687 11.384788
787 686 11.313884
787 687 11.384788
787 886 11.173324
787 887 11.243339
787 688 11.456123
787 788 11.384748
787 888 11.313801
788 688 11.526152
788 687 11.455250
788 688 11.526152
788 887 11.314685
788 888 11.384709
788 689 11.597485
788 789 11.526120
788 889 11.455180
789 689 11.667526
789 688 11.596622
789 689 11.667526
789 888 11.456053
789 889 11.526091
789 690 11.738858
789 790 11.667504
789 890 11.596571
790 690 11.808915
790 689 11.738007
790 690 11.808915
790 889 11.597433
790 890 11.667486
790 691 11.880247
790 791 11.808903
790 891 11.737977
791 691 11.950318
791 690 11.879405
791 691 11.950318
791 890 11.738829
791 891 11.808896
791 692 12.021649
791 792 11.950315
791 892 11.879394
792 692 12.091733
792 691 12.020817
792 692 12.091733
792 891 11.880236
792 892 11.950315
792 693 12.163059
792 793 12.091733
792 893 12.020817
793 693 12.233152
793 692 12.162236
793 693 12.233152
793 892 12.021649
793 893 12.091736
793 694 12.304471
793 794 12.233153
793 894 12.162241
794 694 12.374571
794 693 12.303658
794 694 12.374571
794 893 12.163063
794 894 12.233156
794 695 12.445883
794 795 12.374572
794 895 12.303661
795 695 12.515990
795 694 12.445080
795 695 12.515990
795 894 12.304474
795 895 12.374574
795 696 12.587296
795 796 12.515990
795 896 12.445081
796 696 12.657410
796 695 12.586501
796 696 12.657410
796 895 12.445884
796 896 12.515990
796 697 12.728711
796 797 12.657411
796 897 12.586501
797 697 12.798835
797 696 12.727925
797 697 12.798835
797 896 12.587296
797 897 12.657411
797 698 12.870132
797 798 12.798838
797 898 12.727927
798 698 12.940268
798 697 12.869356
798 698 12.940268
798 897 12.728712
798 898 12.798838
798 699 13.011563
798 799 12.940272
798 899 12.869361
799 699 13.081708
799 698 13.010795
799 699 13.081708
799 898 12.870138
799 899 12.940274
800 700 1.063337
800 701 1.000223
800 801 1.063149
800 900 1.204273
800 901 1.131428
801 701 0.922093
801 700 0.990174
801 701 0.922093
801 900 1.140232
801 901 1.063033
801 702 0.860304
801 802 0.921980
801 902 0.989950
802 702 0.781049
802 701 0.848601
802 702 0.781049
802 901 1.000001
802 902 0.921961
802 703 0.721113
802 803 0.781028
802 903 0.848563
803 703 0.640316
